,ProteinID,Average Shortest Path to all Disease genes,BetweennessCentrality,ClosenessCentrality,DegreeCentrality,EigenvectorCentrality,HarmonicCentrality,Local Clustering Coefficient,Modularity,PageRank
75,P01137,2.362336477030727,0.00013723945998932605,0.2301330222839198,0.00025477707006369424,0.0001280090095419099,1946.5083333333448,1946.5083333333448,0.000977310627018609,0.0001926477850787952
76,Q9NZJ5,2.456038941283845,0.0002465322776320242,0.22953652484935716,0.00012738853503184712,0.00024295146674927477,2602.1087301587663,2602.1087301587663,-0.00042557221558428684,2.958896565403158e-05
77,Q9GZV9,,,,,,,,,
78,O95477,2.661393367812595,0.0024262086795391663,0.2340759402161114,0.002038216560509554,6.628287573659245e-07,2032.3246031745816,2032.3246031745816,-0.00042557221558428684,7.390625932089754e-05
79,Q04671,,,,,,,,,
80,Q05823,,,,,,,,,
81,P10721,2.2564648615759046,0.0,0.25921211026682583,0.0015286624203821654,5.4283211614094085e-06,1478.3944805196065,1478.3944805196065,0.0025553525010408532,0.00019607099878835797
82,P35625,0.000304228780042592,0.0,0.2392493522142476,0.00025477707006369424,0.00013183276308246323,1479.1774170275442,1479.1774170275442,-0.00014187669371270374,4.379375091244149e-05
83,P35558,2.558564040158199,3.558616108555538e-05,0.00012738853503184712,0.00012738853503184712,0.0008450719018305026,1532.2655122656424,1532.2655122656424,0.00031506829630211875,8.970647273652343e-05
84,P08686,,,,,,,,,
85,O76082,,,,,,,,,
86,P51687,,,,,,,,,
87,Q9Y5B0,2.3930635838150294,0.0003517839443778848,0.25031394219881875,0.0007643312101910827,0.010355873735728405,1962.339718614732,1962.339718614732,-0.0011344734711992907,8.104052984365014e-05
88,P22607,2.259507149376331,0.00012961298972296242,0.21138933590423384,0.00012738853503184712,3.9688933114370015e-06,2149.0325396824974,2149.0325396824974,-0.0002521684392975363,4.123512101664235e-05
89,P10636,2.0383328262853664,3.2655137579718625e-05,0.22159236052837245,0.00012738853503184712,0.00033591470945363894,1696.9587662338652,1696.9587662338652,0.0020902195351602372,3.7992307720073216e-05
90,Q9Y619,,,,,,,,,
91,P06276,,,,,,,,,
92,Q9Y6H6,,,,,,,,,
93,P54803,,,,,,,,,
94,Q9Y6J6,,,,,,,,,
95,P11509,,,,,,,,,
96,P21802,2.4183145725585637,0.0,0.1638954355637192,0.00012738853503184712,9.172136522697672e-06,2183.159126984089,2183.159126984089,0.0002048729933069832,9.050695598892094e-05
97,P04114,2.3343474292668085,9.743021823178383e-05,0.24566238632106,0.0008917197452229297,0.0003724011032675511,1702.9258297259312,1702.9258297259312,-0.00036197797193385716,0.00012324136098749335
98,Q8NBK3,,,,,,,,,
99,P11473,2.1256464861575903,6.681736822529026e-05,0.22073391389309333,0.00025477707006369424,0.0011467809579611796,1536.4278138529462,1536.4278138529462,0.0022314211307450714,8.522129375248459e-05
100,Q13326,2.9272893215698206,7.416930677332681e-07,0.19649838525172736,0.00012738853503184712,8.094930440855922e-05,2061.497222222196,2061.497222222196,0.00045692570149687774,0.0001273723092599669
101,Q15465,,,,,,,,,
102,P23109,,,,,,,,,
103,Q5S007,2.05628232430788,0.0013864703952127864,0.23274179407637866,0.0006369426751592356,0.0019996655913574147,1900.4134920635245,1900.4134920635245,-0.0011517945603100512,3.8433851148140476e-05
104,P38435,,,,,,,,,
105,O60333,3.055065409187709,0.0,0.26851094464550723,0.0015286624203821654,3.3696718012077444e-05,1607.965079365202,1607.965079365202,-0.00014187669371270374,4.573868471952711e-05
106,Q8WW38,2.480377243687253,8.641945926884379e-06,0.1957761186534763,0.00012738853503184712,0.0011159961012300198,1859.9571789322242,1859.9571789322242,0.00020487299330698263,0.00024105462746780743
107,O14896,2.966534834195315,0.0,0.1962832429493982,0.00012738853503184712,2.2486404065991226e-07,1369.5313852814718,1369.5313852814718,0.00045692570149688386,6.738347215262028e-05
108,O43520,,,,,,,,,
109,P07911,,,,,,,,,
110,Q06124,2.160328567082446,0.0,0.17070902753852135,0.00012738853503184712,2.396912726714405e-05,2204.8646825396445,2204.8646825396445,0.0053666539908956284,0.00011918638573050633
111,P60484,2.0337693945847275,0.0,0.2518146767181512,0.0006369426751592356,0.0002586015292930518,1614.5746392497626,1614.5746392497626,-0.00027080114762824685,4.0345835933660855e-05
112,P02647,3.639793124429571,4.199574911292218e-06,0.3077336654270929,0.006751592356687898,0.00014715428498423216,1654.2984487735625,1654.2984487735625,0.0015442387463311614,0.00013181189672000675
113,Q13253,3.4058411925768177,3.5934764348357207e-06,0.25777578027376424,0.0021656050955414013,7.756734019205562e-05,2165.050396825357,2165.050396825357,0.0004569257014968775,0.00014299199982827218
114,P30793,2.3465165804685117,0.0,0.22113901554624568,0.00025477707006369424,5.2709331779938933e-08,1997.0119408369367,1997.0119408369367,-0.0007091905833841193,0.00010825942725068684
115,P11245,2.52814116215394,9.005756054662359e-05,0.2713258988086421,0.001019108280254777,0.00042907794447672175,1.0,1.0,0.00031506829630212026,8.236165992401087e-05
116,P04637,1.8135077578338912,0.000133611790857904,0.20096840921764408,0.00025477707006369424,7.821288019297907e-06,1882.513095238129,1882.513095238129,-0.00028455386091994785,3.166561063232856e-05
117,P23025,2.425007605719501,0.0006600411480243742,0.00012738853503184712,0.00012738853503184712,0.0002593085687379645,1894.5992063492408,1894.5992063492408,0.0005202113288602673,0.00015856673994242026
118,O15269,2.3316093702464253,6.640743480284866e-05,0.26014789405840283,0.0007643312101910827,0.00023481027906844897,1873.730194805237,1873.730194805237,0.00045692570149687844,0.0005802714785712064
119,P23771,2.4195314876787344,0.0010790459156609104,0.23078334009627036,0.0007643312101910827,5.4864747392685395e-09,1741.8738455989355,1741.8738455989355,0.000772032574834862,0.0001273723092599669
120,P12259,0.000912686340127776,3.7722582960317296e-05,0.22452327943080044,0.0005095541401273885,1.4934896918404493e-05,1436.746464646576,1436.746464646576,0.0004569257014968775,3.104183037890281e-05
121,P10912,2.26528749619714,4.806250865173958e-05,0.2157640638386108,0.00012738853503184712,6.516717156223547e-07,1449.4329725830914,1449.4329725830914,0.0014666892599506866,3.148812293856136e-05
122,P0C0L4,0.000912686340127776,0.0,0.2645390893908985,0.002675159235668789,8.00792737834178e-06,1693.2536075037015,1693.2536075037015,0.00045692570149687736,3.669102882222956e-05
123,O95450,,,,,,,,,
124,P55771,2.811378156373593,0.00551812866624485,0.2117913441500105,0.0006369426751592356,2.071989543057936e-12,2.0,2.0,-0.00014187669371270374,7.64412364682198e-05
125,Q12805,2.7283236994219653,0.0,0.2525501167786598,0.0006369426751592356,0.001480521449815193,1455.6770202021405,1455.6770202021405,-0.00014187669371270374,0.0003394736727410939
126,P06213,2.2786735625190144,0.0,0.163410818113075,0.00012738853503184712,0.00038897630197107263,1949.6900793650946,1949.6900793650946,0.0032630964455794198,6.06156976160418e-05
127,P11498,,,,,,,,,
128,P24557,,,,,,,,,
129,P22105,,,,,,,,,
130,O60260,1.9832674170976572,3.8063894390705977e-07,0.2293073750148535,0.00012738853503184712,2.227976284326723e-06,2153.7413059162673,2153.7413059162673,-0.0009573566552089592,7.977587514133604e-05
131,P04180,3.3200486766048067,0.004523560021023015,0.29518950195687205,0.003694267515923567,0.00012481563595559108,1641.969480519596,1641.969480519596,0.0003150682963021201,0.000146394443635009
132,P52952,2.3662914511712807,0.0,0.16065349271564333,0.00012738853503184712,3.250750904419171e-06,2090.5789682539357,2090.5789682539357,0.0015442387463312035,9.229416001389556e-05
133,Q6Q788,,,,,,,,,
134,P07101,,,,,,,,,
135,Q12882,2.8600547611804075,0.0002593383168545976,0.2606645364467733,0.0006369426751592356,0.00091622209880541,2005.4305916305786,2005.4305916305786,0.00045692570149688516,9.857388715647043e-05
136,O43395,2.4247033769394584,0.00027504387581877204,0.26749467205495725,0.0024203821656050947,0.0002883791197908988,1758.6591630592434,1758.6591630592434,0.00019309735310419384,0.0001856026607306984
137,P16278,,,,,,,,,
138,P55265,2.432613325220566,0.0,0.2343744969460832,0.00025477707006369424,0.0004922611973757783,1857.5892857143285,1857.5892857143285,3.14113514664093e-05,8.254544237564725e-05
139,P42898,,,,,,,,,
140,P18507,2.9017341040462434,5.072730439912485e-07,0.25193551323825586,0.0006369426751592356,3.25757201116389e-05,1865.140079365124,1865.140079365124,-0.0002837340989074668,4.1786194848504494e-05
141,Q01974,2.3148767873440828,0.0,0.24357829396626834,0.00012738853503184712,2.6770994279449216e-05,1401.682575757671,1401.682575757671,0.00017323017962529404,3.406846296593512e-05
142,P51787,2.3343474292668085,0.0,0.2070367471896264,0.00012738853503184712,0.0007638620522108269,2095.2988455988198,2095.2988455988198,0.00020487299330698263,0.00025932053634412683
143,O76024,2.568907818679647,0.0,0.22807641414733346,0.00025477707006369424,3.049532685650975e-05,1824.7544011544653,1824.7544011544653,0.00045692570149688066,0.0001153362503649242
144,Q13936,3.170063888043808,0.0,0.22506640329248928,0.0006369426751592356,8.474195263328509e-06,2013.1503968253878,2013.1503968253878,-0.00014187669371270374,4.635174735268315e-05
145,P32927,2.3501673258290228,0.00012068995076003718,0.2608588067830541,0.0011464968152866241,6.126644902630996e-06,1727.961544011632,1727.961544011632,0.00020487299330698195,4.491239833785182e-05
146,P38484,,,,,,,,,
147,Q13315,2.0648007301490723,4.242805682734759e-05,0.2118951394927962,0.0012738853503184713,0.14561589201914005,2141.5948412698003,2141.5948412698003,0.003743505917669087,3.378258951652694e-05
148,P38571,,,,,,,,,
149,P43699,2.3684210526315788,2.121457101958453e-06,0.21087989094035614,0.0003821656050955413,1.682327728585511e-05,1413.2944805195864,1413.2944805195864,0.001686018997454183,0.00013072300037134398
150,Q02413,3.0389412838454515,0.0,0.2508692651191547,0.0012738853503184713,8.306860431124776e-09,1893.194480519508,1893.194480519508,-0.0002837340989074668,7.565594769120999e-05
151,P43251,,,,,,,,,
152,P37173,2.17371463340432,0.0004930320954513252,0.20603853222868515,0.00025477707006369424,0.0058554532468943115,1016.5480380729892,1016.5480380729892,0.0029799410022102115,3.577193961531988e-05
153,P01138,2.605111043504716,0.00024986005014267595,0.20455912831810405,0.00012738853503184712,9.841966868453894e-05,2064.0591269841048,2064.0591269841048,0.0009138706915116996,0.0002552342172033129
154,P55895,2.4971098265895955,1.5125063053659341e-05,0.2140861153620748,0.0005095541401273885,0.0005961568159299963,1571.9980519481812,1571.9980519481812,0.0003150682963021141,0.00037621980210838103
155,P04062,2.4170976574383936,0.0002465322776320242,0.2252043200786235,0.00025477707006369424,5.227780283034105e-05,1727.108766233856,1727.108766233856,0.0007720325748348549,9.29539078013238e-05
156,P61457,2.615150593246121,0.0002474738182648696,0.2460818440097129,0.00025477707006369424,1.521371180910172e-05,1788.8746392497055,1788.8746392497055,3.141135146640852e-05,0.0001334065802954121
157,P15151,2.9540614542135684,0.00022826730628287232,0.00012738853503184712,0.00012738853503184712,9.948113970781055e-07,1337.5310245310886,1337.5310245310886,-0.00014187669371270374,7.788958798898484e-05
158,P40879,,,,,,,,,
159,Q99593,2.8168542744143594,0.0001307608127934488,0.19571356371088813,0.00025477707006369424,6.623927647089896e-05,1415.296067821171,1415.296067821171,0.00031506829630211744,3.0180543177361046e-05
160,P10828,2.2637663522969267,4.255214013842239e-05,0.2629962286648817,0.0016560509554140125,0.0003259031091939552,1740.0651154401996,1740.0651154401996,0.0011835338165814314,4.3342006469974905e-05
161,P02771,2.5372680255552176,0.0,0.18102649062202586,0.00012738853503184712,0.00023761989507795468,1692.0762265513226,1692.0762265513226,-0.00014187669371270374,3.1134760806825184e-05
162,P31327,,,,,,,,,
163,P43235,,,,,,,,,
164,P20062,,,,,,,,,
165,Q8NFJ9,2.578034682080925,6.549468115645582e-05,0.2294720301809533,0.0003821656050955413,8.41864807339685e-07,1794.5511904762577,1794.5511904762577,0.0009138706915117047,4.697850437482317e-05
166,P05091,2.592029205962884,0.0,0.1541572692685846,0.00012738853503184712,3.3012799973815123e-06,1716.373448773542,1716.373448773542,-0.00014187669371270374,6.216318071340108e-05
167,Q9GZR5,,,,,,,,,
168,O15119,,,,,,,,,
169,P59533,,,,,,,,,
170,Q12866,,,,,,,,,
171,P02458,3.1010039549741406,0.000129855669697499,0.1632003774307499,0.00012738853503184712,0.0008971123023540096,1.5,1.5,0.00017323017962529318,9.904899693521566e-05
172,O43918,2.2284758138119867,0.0011728901312130801,0.2367067692491986,0.0003821656050955413,5.014043478843161e-05,1624.5456709957914,1624.5456709957914,-0.0010701076868312267,5.6376599495214284e-05
173,P14679,,,,,,,,,
174,Q99697,2.372376026772133,0.0,0.20936021985661715,0.00012738853503184712,1.719392268516305e-05,2110.369444444404,2110.369444444404,0.0003150682963021226,0.0001602309850087986
175,Q92629,2.9272893215698206,7.484663768555854e-05,0.2402110722156317,0.002675159235668789,5.465368256320825e-05,1549.4809884561178,1549.4809884561178,0.00045692570149687774,0.002164336185913527
176,Q9BX63,2.310617584423486,7.0246777202233155e-06,0.23152482435272986,0.0003821656050955413,2.628015681512675e-05,1287.7044372294645,1287.7044372294645,0.0018595385048486247,7.855366810551856e-05
177,P08519,,,,,,,,,
178,Q9HC29,2.317310617584424,0.0062124648669539964,0.19637763762660276,0.00012738853503184712,1.417793558690547e-07,2250.1813492063084,2250.1813492063084,0.001466689259950678,0.0001273723092599669
179,P43681,,,,,,,,,
180,P37231,1.984484332217828,0.00017361483941521032,0.21478050957647465,0.00025477707006369424,9.391310517594375e-06,2073.983369408344,2073.983369408344,0.008428744791015163,0.0001814526492816805
181,P31271,,,,,,,,,
182,P23760,2.4584727715241863,6.023868534366888e-06,0.00028662420382165603,0.00025477707006369424,0.00024740906484513005,1790.782972583043,1790.782972583043,-0.0005356710759897151,0.00012157103281825359
183,O43819,,,,,,,,,
184,Q92851,2.383936720413751,0.0004648975015727123,0.2288290712843969,0.00025477707006369424,5.8317123919083325e-05,1.0,1.0,0.0009773106270185806,5.388497334537205e-05
185,P35555,,,,,,,,,
186,P29460,,,,,,,,,
187,P11171,2.666565257073319,0.0,0.1984828958394393,0.00025477707006369424,0.01001792910399366,2190.2575396825023,2190.2575396825023,3.141135146640929e-05,7.388377396800844e-05
188,P16157,2.659263766352297,7.472258672679248e-06,0.22385998046921224,0.0003821656050955413,0.0003251288396587841,1640.3778138529276,1640.3778138529276,0.000945436351121622,7.987954862555541e-05
189,P07203,2.4198357164587767,8.911391065818139e-05,0.2987650840877211,0.006242038216560509,1.5677968808604564e-05,1793.726190476263,1793.726190476263,-0.00042557221558428684,4.971550804176615e-05
190,O15528,,,,,,,,,
191,Q15831,2.2494675996349254,0.0,0.19503843864369036,0.00012738853503184712,0.00019466587078610992,2114.905555555518,2114.905555555518,-0.0011024448871587798,0.00010263443510081197
192,P12955,,,,,,,,,
193,Q9UBC3,2.2372984484332217,4.0312166744289e-06,0.2387132148590859,0.0006369426751592356,0.00034760275597394303,1506.7389249640576,1506.7389249640576,-0.0011459212065971195,0.0001591535334603254
194,Q9H4A3,2.439914815941588,0.0,0.18384279029354228,0.00012738853503184712,8.792872349277548e-06,1864.8928932179347,1864.8928932179347,-0.0008509708345071077,9.488502829809894e-05
195,Q99497,2.0958320657134166,0.0,0.21426710000950655,0.0011464968152866241,1.2400259289426125e-05,1888.8730158730511,1888.8730158730511,0.001848090769450775,7.062353022181985e-05
196,P12107,,,,,,,,,
197,Q03518,2.640705810769699,8.864667379842372e-05,0.2423974738227126,0.0007643312101910827,0.0003624048550809154,1978.7992424242466,1978.7992424242466,0.0002048729933069824,4.0291544925275345e-05
198,P01189,0.000912686340127776,3.951191906283858e-06,0.2062640269040582,0.00012738853503184712,0.00032524575976251716,1973.8980158730155,1973.8980158730155,0.0004569257014968841,0.00026227183643111687
199,O00358,,,,,,,,,
200,Q14654,,,,,,,,,
201,P00441,2.285366595679952,0.001116481337895552,0.2350640762009055,0.0006369426751592356,7.317861358832385e-05,1938.7650793651007,1938.7650793651007,0.00012749710358793084,4.033364993221446e-05
202,P08603,3.9507149376331,0.0,0.2276384712665649,0.00012738853503184712,2.4939027369445725e-45,1623.938924964037,1623.938924964037,0.0004569257014968803,3.996145827642677e-05
203,Q99684,2.3954974140553698,0.00026313032039956033,0.24374792235868395,0.0014012738853503186,8.774357037112224e-05,2161.668253968209,2161.668253968209,-0.0003939294019026001,0.00025422367891176376
204,O75503,2.648919987830849,0.01694789145562331,0.2424214577416265,0.0005095541401273885,4.365102364389367e-05,1668.684956710062,1668.684956710062,-0.00014187669371270374,0.00017891878800549305
205,P50897,2.3954974140553698,0.0001982446789700833,0.2161765418289496,0.0003821656050955413,6.257431342727902e-06,2265.2896825396483,2265.2896825396483,0.00017323017962529244,3.253831057470085e-05
206,P98161,2.5363553392150897,0.00030067013295348726,0.18815837084594805,0.00025477707006369424,0.003440342550792682,2086.0960317460044,2086.0960317460044,0.0006302137466759897,8.841188683796335e-05
207,O43525,,,,,,,,,
208,Q04446,,,,,,,,,
209,P16144,2.6623060541527233,0.0,0.29701453100279285,0.006369426751592356,3.042474665754345e-06,1408.9369408370478,1408.9369408370478,3.1411351466408225e-05,4.42522368309029e-05
210,O95292,2.411621539397627,9.706632687942184e-05,0.2341654273384343,0.00012738853503184712,3.97361670127607e-06,1.0,1.0,-0.0005471188113875268,0.00015434455750863333
211,O15305,,,,,,,,,
212,P11230,,,,,,,,,
213,O95677,,,,,,,,,
214,Q9UJS0,,,,,,,,,
215,P04150,1.9987830848798296,0.0,0.21957993065442175,0.00025477707006369424,0.0001017662845719766,1797.3484487735154,1797.3484487735154,0.0033565107379661435,2.9630541084673143e-05
216,O75306,2.4283541222999694,3.1598903198567963e-05,0.2618625030719339,0.00025477707006369424,0.0009523537835772099,1471.6766233767482,1471.6766233767482,0.0012607361096390315,7.538164206416213e-05
217,O15533,3.127471858837846,0.00026521598129271794,0.2264253157145621,0.001019108280254777,0.14467393835625053,1769.1754329005068,1769.1754329005068,0.0004569257014968808,8.627345650387595e-05
218,P69891,,,,,,,,,
219,P31639,,,,,,,,,
