,ProteinID,FrequencyA,FrequencyB,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyJ,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyO,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyU,FrequencyV,FrequencyW,FrequencyX,FrequencyY,FrequencyZ,Aromaticity,SSfraction,Target,BP,CC,MF,Eigenvector Centrality,Modularity,PageRank
10,Q9UP83,0.09535160905840286,0,0.009535160905840286,0.05482717520858165,0.057210965435041714,0.038140643623361135,0.06436233611442194,0.02026221692491061,0.05840286054827176,0,0.045292014302741365,0.11203814064362336,0.022646007151370683,0.033373063170441,0,0.04290822407628129,0.06912991656734208,0.057210965435041714,0.07985697258641239,0.04290822407628129,0,0.0631704410011919,0.007151370679380214,0,0.026221692491060787,0,0.07151370679380215,"(0.30512514898688914, 0.2205005959475566, 0.2872467222884386)",0,0.742776511,0.617597033,0.9288106070000001,1.179450541542703e-05,-0.0010513273215700903,4.4262050063564335e-05
11,Q15437,0.06910039113428944,0,0.022164276401564542,0.05084745762711865,0.05084745762711865,0.05215123859191656,0.06258148631029987,0.02346805736636245,0.04954367666232073,0,0.037809647979139514,0.10560625814863103,0.03129074315514994,0.035202086049543675,0,0.0651890482398957,0.06910039113428944,0.05736636245110821,0.06388526727509779,0.05475880052151239,0,0.0560625814863103,0.01303780964797914,0,0.029986962190352018,0,0.09517601043024773,"(0.3063885267275098, 0.22685788787483707, 0.2568448500651891)",0,0.5630361420000001,0.507857624,0.535539964,4.725496950192414e-05,-0.0005256636607850452,4.956325766342516e-05
12,P49715,0.13128491620111732,0,0.0111731843575419,0.04189944134078212,0.05865921787709497,0.027932960893854747,0.10893854748603353,0.04189944134078212,0.0223463687150838,0,0.04189944134078212,0.0782122905027933,0.013966480446927372,0.0223463687150838,0,0.15363128491620112,0.04748603351955307,0.05865921787709497,0.05865921787709497,0.025139664804469275,0,0.0335195530726257,0.0,0,0.0223463687150838,0,0.05027932960893855,"(0.18435754189944134, 0.3435754189944134, 0.28212290502793297)",0,0.490561168,0.678810708,0.576331561,0.002052582537714063,0.0028664636581192554,5.5784869689544495e-05
13,Q9UBX5,0.03571428571428571,0,0.09151785714285714,0.0625,0.05580357142857143,0.03125,0.07366071428571429,0.011160714285714286,0.0625,0,0.008928571428571428,0.05803571428571429,0.024553571428571428,0.06026785714285714,0,0.078125,0.06026785714285714,0.06026785714285714,0.06026785714285714,0.0625,0,0.04241071428571429,0.002232142857142857,0,0.05803571428571429,0,0.09151785714285716,"(0.2544642857142857, 0.2723214285714286, 0.17410714285714285)",0,0.47182952899999997,0.630091569,0.458311439,0.0009162880843310263,-0.00017522122026168157,8.9477604925067e-05
14,O75792,0.08361204013377926,0,0.020066889632107024,0.06354515050167224,0.07692307692307693,0.03678929765886288,0.0568561872909699,0.010033444816053512,0.026755852842809364,0,0.05351170568561873,0.10367892976588627,0.016722408026755852,0.026755852842809364,0,0.05351170568561873,0.043478260869565216,0.06020066889632107,0.07692307692307693,0.05351170568561873,0,0.08695652173913042,0.016722408026755852,0,0.033444816053511704,0,0.08695652173913042,"(0.3043478260869565, 0.2140468227424749, 0.2809364548494983)",0,0.686621741,0.492947276,0.52236872,0.00011505370239582457,-0.0003504424405233632,4.48061696650661e-05
15,O15269,0.08879492600422834,0,0.021141649048625796,0.03805496828752643,0.09302325581395347,0.040169133192389,0.06342494714587738,0.021141649048625796,0.07188160676532769,0,0.06342494714587738,0.11416490486257927,0.01691331923890064,0.03171247357293869,0,0.04651162790697674,0.040169133192389,0.048625792811839326,0.057082452431289635,0.03805496828752643,0,0.06765327695560254,0.0063424947145877385,0,0.03171247357293869,0,0.07822410147991543,"(0.33192389006342493, 0.19873150105708245, 0.3128964059196617)",0,0.627682875,0.608244059,0.383902505,6.3785262940304024e-06,-0.00017522122026168157,0.0002013334926074725
16,Q9Y6D5,0.07058823529411765,0,0.02464985994397759,0.052661064425770315,0.07507002801120448,0.0453781512605042,0.04593837535014006,0.025210084033613446,0.061624649859943974,0,0.061624649859943974,0.10028011204481793,0.027450980392156862,0.03865546218487395,0,0.03361344537815126,0.05826330532212885,0.04985994397759104,0.07787114845938375,0.055462184873949584,0,0.061624649859943974,0.012324929971988795,0,0.021848739495798318,0,0.07955182072829131,"(0.30308123249299723, 0.19607843137254902, 0.27338935574229695)",0,0.507016635,0.477211761,0.442245955,8.37979824558843e-05,-0.0007008848810467263,5.5059402641622256e-05
17,O95436,0.06666666666666668,0,0.042028985507246375,0.036231884057971016,0.034782608695652174,0.05507246376811594,0.05942028985507247,0.008695652173913044,0.08260869565217391,0,0.05507246376811594,0.12028985507246374,0.018840579710144932,0.0391304347826087,0,0.0536231884057971,0.034782608695652174,0.03043478260869565,0.07246376811594203,0.07536231884057971,0,0.07971014492753623,0.02028985507246377,0,0.014492753623188406,0,0.08985507246376813,"(0.372463768115942, 0.2246376811594203, 0.24057971014492754)",0,0.482480002,0.57262273,0.323210865,0.00035583044989825283,-0.00017522122026168157,7.890037598555635e-05
18,P61916,0.046357615894039736,0,0.039735099337748346,0.039735099337748346,0.039735099337748346,0.039735099337748346,0.046357615894039736,0.01324503311258278,0.05960264900662252,0,0.07947019867549669,0.08609271523178808,0.01324503311258278,0.039735099337748346,0,0.08609271523178808,0.0728476821192053,0.006622516556291391,0.10596026490066224,0.039735099337748346,0,0.10596026490066224,0.01324503311258278,0,0.026490066225165563,0,0.07947019867549669,"(0.33112582781456956, 0.2781456953642384, 0.18543046357615894)",0,0.522286474,0.53017784,0.46581774,0.00033661401171291574,-0.0005256636607850452,3.3745353274697354e-05
19,Q6P2Q9,0.052676659528907925,0,0.009850107066381156,0.054817987152034266,0.059957173447537475,0.0436830835117773,0.04453961456102784,0.03126338329764454,0.06081370449678801,0,0.06509635974304069,0.10364025695931478,0.02569593147751606,0.050535331905781584,0,0.05738758029978588,0.04839400428265525,0.06381156316916488,0.04625267665952891,0.05610278372591008,0,0.054817987152034266,0.026124197002141327,0,0.04453961456102784,0,0.11434689507494647,"(0.3336188436830835, 0.1987152034261242, 0.24197002141327625)",0,0.627050369,0.5790206920000001,0.478189965,6.182849037487952e-05,-0.004583825998386051,0.00014228532040643898
20,Q9Y6M1,0.08180300500834725,0,0.00333889816360601,0.030050083472454088,0.08347245409015025,0.0333889816360601,0.07512520868113523,0.031719532554257086,0.08347245409015025,0,0.06844741235392321,0.07178631051752922,0.015025041736227047,0.03839732888146912,0,0.06343906510851419,0.06176961602671119,0.05008347245409015,0.06343906510851419,0.05509181969949917,0,0.06343906510851419,0.00333889816360601,0,0.02337228714524207,0,0.060100166944908176,"(0.27879799666110183, 0.24040066777963273, 0.25208681135225375)",0,0.558365679,0.689245177,0.544022869,3.0671717706228074e-44,-0.0003504424405233632,8.93913802973547e-05
21,Q13351,0.12430939226519334,0,0.022099447513812157,0.044198895027624314,0.052486187845303865,0.03038674033149171,0.12154696132596685,0.03591160220994475,0.0055248618784530384,0,0.03038674033149171,0.09116022099447514,0.011049723756906077,0.0027624309392265192,0,0.1270718232044199,0.03591160220994475,0.06077348066298342,0.06906077348066299,0.06353591160220995,0,0.022099447513812157,0.019337016574585638,0,0.03038674033149171,0,0.08011049723756905,"(0.19889502762430938, 0.3204419889502762, 0.27900552486187846)",0,0.63033253,0.665780564,0.64941299,1.5642144501516175e-06,-0.0010513273215700903,0.00010226384047890248
22,Q9UHD8,0.07337883959044368,0,0.008532423208191127,0.042662116040955635,0.09215017064846416,0.02901023890784983,0.05119453924914676,0.020477815699658702,0.059726962457337884,0,0.07337883959044368,0.061433447098976114,0.025597269624573375,0.03583617747440273,0,0.08191126279863481,0.040955631399317405,0.07679180887372014,0.08191126279863481,0.061433447098976114,0,0.06484641638225255,0.0034129692832764505,0,0.015358361774744029,0,0.04778156996587031,"(0.23378839590443687, 0.2508532423208191, 0.2525597269624573)",0,0.415947664,0.492823542,0.474241788,2.5237444636956933e-06,-0.0010513273215700903,4.954746187447768e-05
23,P13569,0.056081081081081084,0,0.012162162162162165,0.039189189189189184,0.06283783783783782,0.057432432432432436,0.05675675675675676,0.01689189189189189,0.0804054054054054,0,0.062162162162162166,0.12364864864864865,0.025,0.03648648648648649,0,0.030405405405405407,0.045270270270270266,0.05270270270270271,0.0831081081081081,0.056081081081081084,0,0.060810810810810814,0.015540540540540541,0,0.027027027027027032,0,0.1,"(0.36486486486486486, 0.20675675675675675, 0.26756756756756755)",0,0.443069074,0.5576330420000001,0.42248339100000004,1.1106709560530892e-06,-8.422281474701898e-05,0.0001943820928866505
24,Q9H2D6,0.08118393234672304,0,0.02156448202959831,0.04947145877378435,0.07441860465116279,0.012262156448202959,0.05496828752642706,0.021141649048625796,0.016067653276955602,0,0.024947145877378438,0.06723044397463003,0.0076109936575052845,0.03551797040169133,0,0.11374207188160675,0.07357293868921776,0.11078224101479917,0.12050739957716702,0.06892177589852007,0,0.02156448202959831,0.013953488372093023,0,0.010570824524312895,0,0.036786469344608885,"(0.1416490486257928, 0.3247357293868922, 0.23044397463002114)",0,0.44756935200000003,0.510086915,0.451469639,0.0009394478631902936,-0.0003504424405233632,5.84018332474799e-05
25,Q9Y250,0.060402684563758385,0,0.01174496644295302,0.04194630872483222,0.1040268456375839,0.02348993288590604,0.07214765100671143,0.026845637583892617,0.02348993288590604,0,0.07885906040268456,0.12583892617449666,0.018456375838926176,0.020134228187919462,0,0.050335570469798654,0.08389261744966442,0.06208053691275168,0.11073825503355704,0.0302013422818792,0,0.03355704697986577,0.003355704697986577,0,0.018456375838926176,0,0.0453020134228188,"(0.22818791946308725, 0.2533557046979866, 0.3087248322147651)",0,0.52560328,0.477775756,0.583118468,1.3465110263567393e-07,-0.00017522122026168157,7.691356073778363e-05
26,O96017,0.06077348066298342,0,0.02394106813996317,0.04972375690607735,0.09023941068139964,0.03867403314917127,0.055248618784530384,0.020257826887661142,0.04788213627992634,0,0.0718232044198895,0.09392265193370164,0.01289134438305709,0.03683241252302026,0,0.04788213627992634,0.040515653775322284,0.04788213627992634,0.10128913443830573,0.055248618784530384,0,0.06077348066298342,0.011049723756906077,0,0.03314917127071823,0,0.08287292817679558,"(0.285451197053407, 0.24125230202578268, 0.2578268876611418)",0,0.514945788,0.583185374,0.580329931,2.3303180176298493e-09,0.001289472675764103,9.183370164089104e-05
27,P24386,0.056661562021439515,0,0.03522205206738132,0.056661562021439515,0.09800918836140887,0.03981623277182236,0.04287901990811639,0.015313935681470138,0.05819295558958652,0,0.04747320061255743,0.08422664624808576,0.024502297090352218,0.0444104134762634,0,0.04594180704441042,0.04134762633996937,0.0444104134762634,0.0995405819295559,0.06125574272588055,0,0.06125574272588055,0.0061255742725880545,0,0.03675344563552834,0,0.08269525267993874,"(0.28637059724349156, 0.2327718223583461, 0.26339969372128635)",0,0.50449446,0.452856947,0.390831689,0.0017092943252963524,0.001023253049987758,3.167729206787389e-05
28,Q8WU17,0.0677710843373494,0,0.024096385542168683,0.04819277108433735,0.042168674698795185,0.06325301204819278,0.043674698795180725,0.02710843373493976,0.07680722891566265,0,0.024096385542168683,0.13102409638554216,0.0286144578313253,0.037650602409638564,0,0.030120481927710843,0.030120481927710843,0.05120481927710843,0.07228915662650602,0.0572289156626506,0,0.07680722891566265,0.018072289156626502,0,0.049698795180722885,0,0.13102409638554216,"(0.4156626506024096, 0.18373493975903615, 0.26957831325301207)",0,0.500747818,0.509878155,0.5493402789999999,0.0003712210521903853,-0.0003504424405233632,7.095552600957998e-05
29,Q9NSU2,0.1178343949044586,0,0.025477707006369428,0.041401273885350316,0.03503184713375796,0.025477707006369428,0.0732484076433121,0.022292993630573247,0.022292993630573247,0,0.025477707006369428,0.1464968152866242,0.01592356687898089,0.012738853503184714,0,0.10828025477707008,0.03503184713375796,0.05732484076433121,0.08280254777070062,0.07643312101910828,0,0.04777070063694268,0.009554140127388536,0,0.01910828025477707,0,0.05414012738853504,"(0.27070063694267515, 0.2770700636942675, 0.3152866242038217)",0,0.443260416,0.472865029,0.38587853299999997,8.849244986956367e-05,-0.0003504424405233632,9.036612307713259e-05
30,Q96T60,0.08445297504798464,0,0.01727447216890595,0.04222648752399232,0.0690978886756238,0.046065259117082535,0.09021113243761997,0.01343570057581574,0.024952015355086368,0,0.05374280230326296,0.1017274472168906,0.01343570057581574,0.024952015355086368,0,0.08445297504798464,0.0345489443378119,0.0690978886756238,0.05374280230326296,0.0671785028790787,0,0.07485604606525911,0.01727447216890595,0,0.01727447216890595,0,0.08061420345489444,"(0.2821497120921305, 0.2533589251439539, 0.2687140115163148)",0,0.492058284,0.68027473,0.46464961,9.207146486802826e-06,-0.0012265485418317752,0.0001477582699870856
31,Q99698,0.057353328071560114,0,0.0244672454617206,0.045777426992896615,0.07050776111549592,0.038937121810049984,0.046040515653775316,0.0326229939489608,0.058668771375953686,0,0.05630097342804525,0.12154696132596685,0.020257826887661142,0.04367271770586688,0,0.04288345172323073,0.056037884767166535,0.045251249671139165,0.09523809523809523,0.046829781636411466,0,0.05919494869771112,0.01157590107866351,0,0.026835043409629045,0,0.07734806629834254,"(0.31675874769797424, 0.22783478032096816, 0.26966587740068404)",0,0.474436407,0.51744711,,1.909453411910496e-06,-0.0003504424405233632,8.975278545085403e-05
32,Q99497,0.12698412698412698,0,0.015873015873015872,0.047619047619047616,0.07936507936507936,0.015873015873015872,0.09523809523809523,0.015873015873015872,0.052910052910052914,0,0.08465608465608465,0.09523809523809523,0.026455026455026454,0.031746031746031744,0,0.047619047619047616,0.021164021164021163,0.037037037037037035,0.047619047619047616,0.042328042328042326,0,0.10052910052910052,0.0,0,0.015873015873015872,0,0.031746031746031744,"(0.2804232804232804, 0.2222222222222222, 0.328042328042328)",0,0.44260536,0.515782141,0.38667934299999995,3.5923141633857266e-05,0.002516021217595861,5.801506319078589e-05
33,Q96RJ3,0.1358695652173913,0,0.021739130434782608,0.043478260869565216,0.04891304347826087,0.010869565217391304,0.1032608695652174,0.010869565217391304,0.016304347826086956,0,0.021739130434782608,0.125,0.005434782608695652,0.0,0,0.15217391304347827,0.02717391304347826,0.08152173913043477,0.059782608695652176,0.059782608695652176,0,0.06521739130434782,0.010869565217391304,0,0.0,0,0.021739130434782608,"(0.22826086956521738, 0.31521739130434784, 0.31521739130434784)",0,0.543988819,0.639057316,,0.00019562262337385525,-0.0003504424405233632,4.112780641281622e-05
34,Q13216,0.04292929292929293,0,0.03282828282828283,0.06565656565656566,0.05303030303030303,0.030303030303030307,0.07828282828282829,0.03282828282828283,0.030303030303030307,0,0.045454545454545456,0.08838383838383837,0.015151515151515154,0.047979797979797977,0,0.030303030303030307,0.03282828282828283,0.05303030303030303,0.10606060606060606,0.07323232323232322,0,0.08333333333333333,0.017676767676767676,0,0.040404040404040414,0,0.08838383838383837,"(0.2904040404040404, 0.26262626262626265, 0.1994949494949495)",0,0.568446336,0.506316296,0.5113067720000001,5.751045999746988e-08,-0.0026283183039252354,0.00020195055007310976
35,P35611,0.0773405698778833,0,0.00949796472184532,0.050203527815468114,0.08955223880597014,0.0271370420624152,0.06648575305291722,0.0203527815468114,0.03256445047489824,0,0.07055630936227951,0.0814111261872456,0.02170963364993216,0.0407055630936228,0,0.08819538670284939,0.0407055630936228,0.047489823609226586,0.08412483039348713,0.052917232021709636,0,0.06512890094979648,0.005427408412483039,0,0.028493894165535955,0,0.061058344640434185,"(0.2401628222523745, 0.27951153324287653, 0.2700135685210312)",0,0.462416383,0.520857049,0.489468009,0.0001975746058930276,-0.00017522122026168157,0.0009397920054263377
36,O14773,0.06927175843694494,0,0.015985790408525755,0.03552397868561278,0.047957371225577264,0.04618117229129663,0.0941385435168739,0.03374777975133215,0.02486678507992895,0,0.014209591474245116,0.11190053285968027,0.008880994671403197,0.030195381882770867,0,0.07815275310834814,0.056838365896980464,0.051509769094138534,0.10301953818827707,0.05506216696269983,0,0.07282415630550622,0.01776198934280639,0,0.03197158081705151,0,0.09591474245115453,"(0.30550621669627, 0.30550621669627, 0.2380106571936057)",0,0.500334232,0.511153337,0.6129002579999999,0.0001849934770479162,0.0008480318297260735,7.368298356846499e-05
37,Q13286,0.08904109589041095,0,0.0228310502283105,0.02511415525114155,0.04337899543378995,0.05707762557077625,0.0821917808219178,0.0273972602739726,0.0410958904109589,0,0.01141552511415525,0.16666666666666666,0.01141552511415525,0.02511415525114155,0,0.0502283105022831,0.0319634703196347,0.0410958904109589,0.11187214611872144,0.045662100456620995,0,0.06164383561643835,0.0228310502283105,0,0.0319634703196347,0,0.11187214611872144,"(0.3812785388127854, 0.2694063926940639, 0.3105022831050228)",0,0.472102519,0.527561101,0.5782293479999999,7.655600143839346e-05,0.0002942938973586951,4.4501071934782424e-05
38,O75503,0.0670391061452514,0,0.019553072625698324,0.04189944134078212,0.06424581005586592,0.08100558659217877,0.07262569832402235,0.019553072625698324,0.04748603351955307,0,0.06145251396648045,0.08100558659217877,0.025139664804469275,0.04189944134078212,0,0.0670391061452514,0.030726256983240226,0.0446927374301676,0.03910614525139665,0.06145251396648045,0,0.04748603351955307,0.036312849162011177,0,0.05027932960893855,0,0.16759776536312848,"(0.3435754189944134, 0.22067039106145253, 0.23743016759776536)",0,0.43785699,0.588569487,0.454660216,1.4875706211753353e-05,-0.00017522122026168157,0.00029853975785919945
39,Q5S007,0.05025722200237436,0,0.025326474079936684,0.04867431737237832,0.07281361297981796,0.03798971111990503,0.047091412742382266,0.031262366442421835,0.06331618519984171,0,0.06964780371982587,0.1408785120696478,0.027700831024930747,0.05065294815987337,0,0.037198258804907014,0.04155124653739612,0.04155124653739612,0.08112386228729719,0.03798971111990503,0,0.06331618519984171,0.010288880094974277,0,0.021369212504946576,0,0.06964780371982587,"(0.3371586861891571, 0.21606648199445982, 0.29165017807677085)",0,0.459108174,0.463783094,0.41012474600000004,1.1760623542976785e-05,0.009882088059354135,0.0003355645116239532
40,Q92887,0.056957928802589,0,0.012944983818770229,0.04401294498381877,0.05242718446601942,0.05436893203883495,0.05501618122977346,0.016828478964401296,0.07378640776699029,0,0.059546925566343036,0.12815533980582525,0.02459546925566343,0.04595469255663431,0,0.029773462783171518,0.04271844660194175,0.04401294498381877,0.08608414239482201,0.059546925566343036,0,0.07055016181229773,0.017475728155339806,0,0.02524271844660194,0,0.0970873786407767,"(0.36957928802589, 0.2168284789644013, 0.2621359223300971)",0,0.539047377,0.634774631,0.52243233,0.0001607684388397081,-0.00017522122026168157,7.806763616861512e-05
41,P02452,0.09494535519125682,0,0.012295081967213116,0.04508196721311476,0.05122950819672131,0.018442622950819672,0.26707650273224043,0.006147540983606557,0.016393442622950817,0,0.0389344262295082,0.032786885245901634,0.008879781420765027,0.01912568306010929,0,0.18989071038251365,0.03346994535519126,0.04849726775956284,0.04098360655737705,0.030737704918032783,0,0.032103825136612016,0.004098360655737704,0,0.008879781420765027,0,0.031420765027322405,"(0.1127049180327869, 0.5170765027322405, 0.1878415300546448)",0,0.465169725,0.502189834,0.48621353799999995,0.000774444513520032,-0.0007008848810467263,0.0003296179297549867
42,P08123,0.0944363103953148,0,0.006588579795021962,0.0314787701317716,0.048316251830161056,0.016105417276720352,0.2789165446559297,0.010980966325036605,0.023426061493411417,0,0.03660322108345535,0.04465592972181552,0.007320644216691069,0.030014641288433383,0,0.1698389458272328,0.024158125915080528,0.0527086383601757,0.038067349926793566,0.030746705710102486,0,0.04026354319180088,0.003660322108345535,0,0.011713030746705709,0,0.0314787701317716,"(0.1398243045387994, 0.5168374816983895, 0.19472913616398246)",0,0.47923595799999996,0.5490588989999999,0.459912098,6.646707745375127e-06,-0.0003504424405233632,4.44901541581536e-05
43,P02458,0.09011432414256892,0,0.012777404169468728,0.04169468728984533,0.0531271015467384,0.016812373907195696,0.2730329522528581,0.005379959650302623,0.022864828513786142,0,0.04505716207128446,0.03765971755211836,0.010759919300605244,0.02151983860121049,0,0.18157363819771352,0.04034969737726967,0.0484196368527236,0.03227975790181574,0.029589778076664425,0,0.025554808338937456,0.004707464694014795,0,0.006724949562878279,0,0.02824478816408877,"(0.11432414256893074, 0.5084061869535978, 0.19166106254203094)",0,0.470304327,0.5218519460000001,0.40233775200000005,0.0009631135596202496,-0.0005256636607850452,4.343112945496022e-05
44,Q8WWZ3,0.02325581395348837,0,0.04186046511627907,0.08837209302325581,0.08372093023255814,0.027906976744186046,0.04651162790697674,0.02325581395348837,0.027906976744186046,0,0.060465116279069774,0.09767441860465116,0.03255813953488372,0.05116279069767442,0,0.07441860465116279,0.04186046511627907,0.07441860465116279,0.06976744186046513,0.06511627906976744,0,0.0372093023255814,0.018604651162790697,0,0.013953488372093023,0,0.060465116279069774,"(0.22325581395348837, 0.24186046511627907, 0.2372093023255814)",0,0.61423482,,,1.4179479871650421e-05,-0.0005256636607850452,7.679610563043173e-05
45,P02461,0.07844474761255116,0,0.01500682128240109,0.03751705320600273,0.0504774897680764,0.015688949522510234,0.28171896316507505,0.010231923601637109,0.02455661664392906,0,0.04229195088676671,0.032742155525238736,0.011596180081855388,0.02796725784447476,0,0.19167803547066847,0.0286493860845839,0.040927694406548434,0.049795361527967257,0.021145975443383355,0,0.02455661664392906,0.004774897680763984,0,0.010231923601637109,0,0.030695770804911326,"(0.11255115961800818, 0.5511596180081856, 0.17326057298772168)",0,0.47548160799999994,0.521868705,0.443459575,1.4268773523049688e-06,-0.00017522122026168157,3.423010793476427e-05
