,ProteinID,FrequencyA,FrequencyB,FrequencyC,FrequencyD,FrequencyE,FrequencyF,FrequencyG,FrequencyH,FrequencyI,FrequencyJ,FrequencyK,FrequencyL,FrequencyM,FrequencyN,FrequencyO,FrequencyP,FrequencyQ,FrequencyR,FrequencyS,FrequencyT,FrequencyU,FrequencyV,FrequencyW,FrequencyX,FrequencyY,FrequencyZ,Aromaticity,Isoelectric,SSfraction,Target,Average Shortest Path to all Disease genes,Local Clustering Coefficient,DegreeCentrality,ClosenessCentrality,BetweennessCentrality,EigenvectorCentrality,PageRank,HarmonicCentrality,Modularity
10,Q13286,0.08904109589041095,0,0.0228310502283105,0.02511415525114155,0.04337899543378995,0.05707762557077625,0.0821917808219178,0.0273972602739726,0.0410958904109589,0,0.01141552511415525,0.16666666666666666,0.01141552511415525,0.02511415525114155,0,0.0502283105022831,0.0319634703196347,0.0410958904109589,0.11187214611872144,0.045662100456620995,0,0.06164383561643835,0.0228310502283105,0,0.0319634703196347,0,0.11187214611872144,5.93145751953125,"(0.3812785388127854, 0.2694063926940639, 0.3105022831050228)",1,2.3723760267721334,0.0,0.00012738853503184712,0.2157640638386108,3.445921389475243e-05,1.2524247028267795e-05,4.726261974318208e-05,1746.6329725830572,0.00044318263246415383
11,P02649,0.12302839116719246,0,0.006309148264984227,0.03470031545741325,0.12618296529968456,0.012618296529968454,0.05678233438485805,0.006309148264984227,0.006309148264984227,0,0.04100946372239748,0.12933753943217666,0.025236593059936908,0.003154574132492113,0,0.025236593059936908,0.10094637223974763,0.10725552050473186,0.044164037854889586,0.03785488958990536,0,0.07570977917981073,0.025236593059936908,0,0.012618296529968454,0,0.050473186119873815,5.64556884765625,"(0.26182965299684546, 0.12933753943217666, 0.4037854889589906)",1,2.39671432917554,0.09523809523809523,0.0006369426751592356,0.2351768925169935,0.0,0.0008983780595195113,0.00011288530898920139,2105.015079365045,6.313131921986708e-05
12,P19438,0.04395604395604396,0,0.06593406593406594,0.04615384615384616,0.06593406593406594,0.030769230769230767,0.06593406593406594,0.02197802197802198,0.028571428571428567,0,0.04395604395604396,0.12747252747252746,0.01098901098901099,0.03736263736263736,0,0.08131868131868132,0.03296703296703297,0.05934065934065934,0.07912087912087913,0.06813186813186813,0,0.05054945054945055,0.01098901098901099,0,0.028571428571428567,0,0.07032967032967033,6.23382568359375,"(0.27692307692307694, 0.26373626373626374, 0.24835164835164836)",1,2.0602372984484334,0.1390374331550802,0.0008917197452229297,0.2423015855851694,8.41287063041988e-05,0.0004961885510129555,3.64979194643166e-05,1134.6482073481488,0.002830223525954641
13,P06737,0.06965761511216056,0,0.008264462809917356,0.06257378984651712,0.06965761511216056,0.047225501770956316,0.05667060212514757,0.02243211334120425,0.06493506493506493,0,0.07674144037780402,0.09917355371900828,0.02715466351829988,0.0590318772136954,0,0.03778040141676505,0.03423848878394333,0.05194805194805195,0.04132231404958678,0.047225501770956316,0,0.06847697756788666,0.014167650531286897,0,0.04132231404958678,0,0.10271546635183,6.70941162109375,"(0.3353010625737899, 0.19480519480519481, 0.26564344746162927)",1,2.6276239732278674,0.0,0.00012738853503184712,0.2197112034054557,5.590503272251475e-05,2.016701538346485e-07,3.286427621169978e-05,1684.5742424243458,-0.00014187669371270374
14,Q6ISB3,0.0576,0,0.0096,0.064,0.0784,0.0384,0.048,0.016,0.0464,0,0.0848,0.0672,0.0304,0.048,0,0.0448,0.0496,0.048,0.0912,0.0576,0,0.0672,0.0064,0,0.0464,0,0.0912,6.05853271484375,"(0.27199999999999996, 0.23199999999999998, 0.23359999999999997)",1,3.1003954974140555,0.0,0.00012738853503184712,0.25032246700698546,5.4575953896145725e-06,0.0003534901300582288,4.8426234972808064e-05,1707.1464285715294,-0.00014187669371270374
15,Q03519,0.08163265306122447,0,0.01457725947521866,0.03935860058309038,0.045189504373177834,0.03498542274052478,0.08309037900874636,0.01749271137026239,0.027696793002915453,0,0.026239067055393587,0.17055393586005832,0.021865889212827987,0.023323615160349854,0,0.046647230320699715,0.06559766763848396,0.06268221574344024,0.06851311953352769,0.045189504373177834,0,0.08017492711370262,0.01749271137026239,0,0.027696793002915453,0,0.08017492711370262,8.24151611328125,"(0.358600583090379, 0.2215743440233236, 0.31924198250728864)",1,3.127471858837846,0.0,0.00012738853503184712,0.16128096280173154,2.984427196488757e-06,0.006577306702930899,0.00023625743230924404,1739.9801948052768,0.0004569257014968809
16,Q92574,0.05756013745704468,0,0.014604810996563576,0.052405498281786936,0.08247422680412371,0.02233676975945017,0.054982817869415807,0.041237113402061855,0.028350515463917526,0,0.06099656357388316,0.11941580756013745,0.02491408934707904,0.028350515463917526,0,0.07130584192439862,0.052405498281786936,0.05154639175257732,0.09965635738831616,0.060137457044673534,0,0.04896907216494845,0.006013745704467354,0,0.02233676975945017,0,0.0506872852233677,6.01824951171875,"(0.24742268041237114, 0.2542955326460481, 0.28436426116838487)",1,2.2704593854578645,0.2857142857142857,0.0003821656050955413,0.16893559030835262,2.290318148875431e-05,1.3817307000303527e-05,0.00012417041616590125,2375.68253968252,-0.0006773934615589022
17,P00813,0.08539944903581267,0,0.013774104683195593,0.05785123966942149,0.08264462809917356,0.027548209366391185,0.06611570247933883,0.030303030303030307,0.04683195592286502,0,0.06611570247933883,0.09917355371900828,0.02479338842975207,0.03581267217630854,0,0.05785123966942149,0.04132231404958678,0.04683195592286502,0.04683195592286502,0.04683195592286502,0,0.06887052341597796,0.011019283746556474,0,0.0440771349862259,0,0.08264462809917356,5.62664794921875,"(0.2975206611570248, 0.2066115702479339, 0.29201101928374656)",1,2.9330696683906297,0.0,0.00025477707006369424,0.1978844119837959,5.617890131366104e-05,2.778446839817424e-06,0.00012317704978374606,1844.3761904762412,-0.00014187669371270374
18,P35247,0.096,0,0.016,0.034666666666666665,0.06666666666666668,0.02666666666666667,0.19466666666666665,0.005333333333333333,0.010666666666666666,0,0.06133333333333332,0.07466666666666667,0.021333333333333333,0.02666666666666667,0,0.10400000000000001,0.05333333333333334,0.037333333333333336,0.058666666666666666,0.037333333333333336,0,0.055999999999999994,0.005333333333333333,0,0.013333333333333334,0,0.04533333333333334,6.25238037109375,"(0.18666666666666668, 0.38399999999999995, 0.25866666666666666)",1,0.000304228780042592,0.0,0.00025477707006369424,0.22830310913887605,1.3508760962657014e-05,6.054874019037552e-05,6.252366314261802e-05,2042.5274170274,-0.00014187669371270374
19,P32245,0.06325301204819278,0,0.045180722891566265,0.030120481927710843,0.021084337349397592,0.05421686746987952,0.04819277108433735,0.030120481927710843,0.11746987951807228,0,0.024096385542168683,0.12048192771084335,0.0391566265060241,0.045180722891566265,0,0.024096385542168683,0.018072289156626502,0.03313253012048193,0.10542168674698796,0.05120481927710843,0,0.07530120481927711,0.009036144578313251,0,0.045180722891566265,0,0.10843373493975904,7.88421630859375,"(0.42168674698795183, 0.22289156626506024, 0.2439759036144578)",1,0.000912686340127776,0.0,0.0019108280254777066,0.2799443402927374,0.002544295903086831,0.0002070672524942777,6.223193880059493e-05,1412.3766594517679,0.00031506829630211576
20,P51587,0.05119953188999415,0,0.022235225277940317,0.05002925687536571,0.08572264482153306,0.03978935049736688,0.035693387946167346,0.024283206553540083,0.05471035693387946,0,0.09420713867758924,0.08221181977764774,0.013165593914569923,0.06729081334113518,0,0.0435927442949093,0.04505558806319485,0.03218256290228204,0.11146869514335868,0.06436512580456408,0,0.053832650672908135,0.005851375073142188,0,0.023112931538911644,0,0.06875365710942072,6.29095458984375,"(0.259508484493856, 0.25804564072557046, 0.23229959040374487)",1,2.1405536963796776,0.12433862433862433,0.00012738853503184712,0.18408221089248705,4.874453018387491e-05,1.682327728585511e-05,0.0001165424989078904,1444.7178932180152,0.004875442948759136
21,P33076,0.09557522123893804,0,0.02212389380530973,0.04867256637168142,0.07345132743362832,0.03451327433628318,0.06814159292035399,0.021238938053097345,0.023893805309734516,0,0.03716814159292035,0.1486725663716814,0.01504424778761062,0.014159292035398232,0,0.07787610619469026,0.05575221238938053,0.05575221238938053,0.0831858407079646,0.04601769911504425,0,0.04778761061946903,0.011504424778761062,0,0.01946902654867257,0,0.06548672566371681,5.30133056640625,"(0.2858407079646018, 0.24336283185840707, 0.3327433628318584)",1,2.3191359902646798,0.06666666666666668,0.001019108280254777,0.27139602698098864,0.0,1.3648308017777887e-43,9.338477998452841e-05,2216.865873015834,0.0014024777837261446
22,P15918,0.06519654841802493,0,0.032598274209012464,0.04602109300095877,0.07957813998082454,0.044103547459252164,0.044103547459252164,0.04122722914669223,0.04602109300095877,0,0.08724832214765099,0.09300095877277086,0.026845637583892617,0.0364333652924257,0,0.049856184084372014,0.032598274209012464,0.06327900287631831,0.08341323106423777,0.03835091083413232,0,0.056567593480345166,0.009587727708533078,0,0.023969319271332692,0,0.07766059443911794,8.93707275390625,"(0.27325023969319273, 0.21380632790028764, 0.26462128475551294)",1,2.3605111043504716,0.06666666666666668,0.0029299363057324838,0.2812834793435427,1.420050096858546e-05,1.4699652287350394e-05,0.00022724596093890844,1635.870670995788,-0.0003939294019026005
23,P05177,0.060077519379844964,0,0.013565891472868215,0.044573643410852716,0.050387596899224806,0.06395348837209303,0.0562015503875969,0.025193798449612403,0.050387596899224806,0,0.050387596899224806,0.1182170542635659,0.01937984496124031,0.034883720930232565,0,0.06782945736434108,0.04651162790697674,0.06395348837209303,0.07751937984496124,0.0562015503875969,0,0.06395348837209303,0.017441860465116282,0,0.01937984496124031,0,0.1007751937984496,9.18133544921875,"(0.33333333333333337, 0.2364341085271318, 0.24806201550387597)",1,3.1591116519622755,0.0,0.0070063694267515925,0.27619940623501105,4.377110741841005e-06,0.0006522554199563268,6.419968887269027e-05,2191.1198773448386,0.00045692570149687833
24,P08069,0.05267008046817849,0,0.03218727139722019,0.04535479151426482,0.08266276517922458,0.034381858083394286,0.06656912948061447,0.016825164594001463,0.05340160936356986,0,0.05047549378200439,0.08485735186539868,0.02852962692026335,0.06217995610826627,0,0.0592538405267008,0.02560351133869788,0.058522311631309436,0.07095830285296269,0.05047549378200439,0,0.06364301389904901,0.015362106803218725,0,0.04608632040965618,0,0.0958302852962692,5.57928466796875,"(0.2977322604242868, 0.25896122896854423, 0.24871982443306512)",1,2.085488287191968,0.17543859649122806,0.00012738853503184712,0.213905436200632,2.8637429228151534e-05,0.00032562325619055963,5.018808584739406e-05,2038.521861471855,0.0025553525010408385
25,P01024,0.05832832230907997,0,0.016235718580877932,0.054119061936259774,0.07396271797955503,0.03607937462417318,0.05892964521948287,0.0174383644016837,0.04990980156343957,0,0.06794948887552615,0.09561034275405893,0.02164762477450391,0.03668069753457607,0,0.04990980156343957,0.054119061936259774,0.04930847865303668,0.06494287432351173,0.06313890559230306,0,0.08719182200841853,0.010222489476849068,0,0.034275405892964524,0,0.08057726999398677,6.01519775390625,"(0.3132892363199038, 0.21046301864101022, 0.24954900781719785)",1,3.463948889564953,0.0,0.00012738853503184712,0.00012738853503184712,3.798037118461069e-05,0.00016162939185448977,3.396294539810234e-05,2038.3956349206155,0.0007720325748348586
26,Q92887,0.056957928802589,0,0.012944983818770229,0.04401294498381877,0.05242718446601942,0.05436893203883495,0.05501618122977346,0.016828478964401296,0.07378640776699029,0,0.059546925566343036,0.12815533980582525,0.02459546925566343,0.04595469255663431,0,0.029773462783171518,0.04271844660194175,0.04401294498381877,0.08608414239482201,0.059546925566343036,0,0.07055016181229773,0.017475728155339806,0,0.02524271844660194,0,0.0970873786407767,8.56829833984375,"(0.36957928802589, 0.2168284789644013, 0.2621359223300971)",1,2.5430483723760267,0.0,0.00025477707006369424,0.22113236254779367,0.0,1.4268773523049662e-06,9.209859935042676e-05,1901.6650793651056,0.0004569257014968832
27,P12821,0.08039816232771822,0,0.010719754977029095,0.05130168453292496,0.06125574272588055,0.0444104134762634,0.05819295558958652,0.033690658499234305,0.035987748851454816,0,0.04058192955589587,0.11638591117917305,0.02297090352220521,0.0444104134762634,0,0.06202143950995405,0.057427258805513026,0.05206738131699847,0.05972434915773354,0.04747320061255743,0,0.04670750382848392,0.03139356814701378,0,0.04287901990811639,0,0.11868300153139355,5.94830322265625,"(0.31776416539050534, 0.2243491577335375, 0.28101071975497705)",1,2.4174018862184363,0.3333333333333333,0.00012738853503184712,0.2231057398308124,0.0,1.1220390800043182e-05,3.0861145412795264e-05,1158.0403679653173,0.0006302137466759982
28,P48788,0.07142857142857142,0,0.016483516483516484,0.06043956043956044,0.13736263736263735,0.016483516483516484,0.038461538461538464,0.027472527472527472,0.027472527472527472,0,0.12637362637362634,0.0934065934065934,0.054945054945054944,0.027472527472527472,0,0.027472527472527472,0.04395604395604396,0.0934065934065934,0.054945054945054944,0.02197802197802198,0,0.04395604395604396,0.005494505494505495,0,0.01098901098901099,0,0.03296703296703297,8.87103271484375,"(0.1978021978021978, 0.14835164835164835, 0.35714285714285715)",1,2.750228171585032,0.0,0.0007643312101910827,0.2371497257122705,0.0,1.1836097361044724e-05,3.445739719853178e-05,1959.0654761904827,-0.00014187669371270374
29,Q9H251,0.06589147286821706,0,0.004174120453190221,0.08109719737626714,0.060226595110316035,0.03875968992248062,0.06350626118067977,0.0172927847346452,0.06887298747763862,0,0.02355396541443053,0.09033989266547406,0.014311270125223612,0.060226595110316035,0,0.056648777579010136,0.030709600477042336,0.05128205128205128,0.06350626118067977,0.0763267740011926,0,0.0951103160405486,0.004472271914132379,0,0.033691115086463934,0,0.07692307692307693,4.49859619140625,"(0.33124627310673826, 0.24388789505068575, 0.23076923076923078)",1,3.60328567082446,0.0,0.002675159235668789,0.27753430745831875,0.0,2.0432735466953462e-05,0.0005889344627375251,2257.845634920599,0.0004569257014968842
30,Q96DT5,0.06997342781222321,0,0.016164747564216122,0.05181576616474756,0.08237378210806022,0.05159433126660762,0.040744021257750215,0.02413640389725421,0.05690876882196634,0,0.06665190434012401,0.1200177147918512,0.0245792736935341,0.03941541186891054,0,0.039193976970770594,0.04672276350752878,0.05358724534986714,0.049601417183348095,0.05558015943312666,0,0.06443755535872453,0.017050487156775908,0,0.02945084145261293,0,0.09809565987599646,6.03118896484375,"(0.33945969884853855, 0.16895482728077946, 0.29694419840566877)",1,2.6808640097353207,0.0,0.0007643312101910827,0.2547912714477993,0.0033875295031970468,2.854295028811945e-05,9.68333538721382e-05,2575.7075396825658,-0.00014187669371270374
31,Q12840,0.06492248062015504,0,0.01453488372093023,0.05232558139534884,0.11434108527131782,0.02131782945736434,0.0436046511627907,0.025193798449612403,0.04651162790697674,0,0.08817829457364341,0.1007751937984496,0.01937984496124031,0.04748062015503876,0,0.027131782945736437,0.06298449612403101,0.05329457364341085,0.07945736434108527,0.04941860465116279,0,0.05813953488372092,0.0019379844961240308,0,0.02906976744186046,0,0.05232558139534883,5.64984130859375,"(0.25775193798449614, 0.19767441860465115, 0.29941860465116277)",1,2.7855187100699728,1.0,0.0068789808917197465,0.2963319867249683,0.0,9.074476139782158e-07,0.0001123855114641392,1929.8738455988641,0.0006302137466759993
32,Q04721,0.06920275192229866,0,0.09834075273168758,0.061513557264265474,0.05220558478348847,0.02387697288547147,0.0886280857952246,0.030756778632132737,0.031970861999190615,0,0.02913800080938891,0.06920275192229866,0.019020639417239985,0.05787130716309186,0,0.07324969647915823,0.04775394577094294,0.03723188992310805,0.07324969647915823,0.05463375151760421,0,0.048158640226628885,0.007689194658033184,0,0.026305139619587213,0,0.05787130716309188,4.95489501953125,"(0.20720356131121004, 0.2929987859166329, 0.2096317280453258)",1,2.4974140553696382,0.0,0.00012738853503184712,0.1962832429493982,1.2664811729933505e-05,0.0003554501771755755,0.00025247869756449184,2255.801587301547,0.001087216602244605
33,P06681,0.057180851063829786,0,0.031914893617021274,0.05053191489361702,0.051861702127659566,0.0425531914893617,0.08244680851063829,0.02526595744680851,0.0425531914893617,0,0.04787234042553192,0.09707446808510638,0.026595744680851064,0.057180851063829786,0,0.05585106382978723,0.0398936170212766,0.05452127659574468,0.0851063829787234,0.04920212765957447,0,0.06382978723404255,0.017287234042553192,0,0.02127659574468085,0,0.08111702127659574,7.22564697265625,"(0.2845744680851064, 0.28058510638297873, 0.23271276595744678)",1,0.000912686340127776,0.0,0.00012738853503184712,0.25032246700698546,1.2163485081055624e-06,0.00011510053173218894,4.308478126410331e-05,1931.151984127,0.0004569257014968803
34,P10071,0.07088607594936709,0,0.01835443037974684,0.04493670886075949,0.04746835443037975,0.021518987341772152,0.07721518987341773,0.04240506329113924,0.032911392405063286,0,0.036708860759493665,0.07658227848101266,0.026582278481012658,0.03987341772151898,0,0.09620253164556962,0.05569620253164557,0.052531645569620256,0.1360759493670886,0.0569620253164557,0,0.03987341772151898,0.002531645569620253,0,0.024683544303797468,0,0.04873417721518987,7.01739501953125,"(0.1981012658227848, 0.3493670886075949, 0.22151898734177217)",1,2.3182233039245514,0.0,0.010700636942675158,0.3139374962083507,0.0,0.0005289875718727212,4.4829109762121207e-05,1.0,0.0017178161192794186
35,O96017,0.06077348066298342,0,0.02394106813996317,0.04972375690607735,0.09023941068139964,0.03867403314917127,0.055248618784530384,0.020257826887661142,0.04788213627992634,0,0.0718232044198895,0.09392265193370164,0.01289134438305709,0.03683241252302026,0,0.04788213627992634,0.040515653775322284,0.04788213627992634,0.10128913443830573,0.055248618784530384,0,0.06077348066298342,0.011049723756906077,0,0.03314917127071823,0,0.08287292817679558,5.65155029296875,"(0.285451197053407, 0.24125230202578268, 0.2578268876611418)",1,2.108913903255248,0.1010752688172043,0.00012738853503184712,0.2416960507292136,0.00025443098431062903,0.0008121067038369177,7.216200616340134e-05,2134.0349206348833,0.002056339253397426
36,P41235,0.07383966244725737,0,0.027426160337552744,0.059071729957805914,0.05485232067510549,0.027426160337552744,0.059071729957805914,0.02531645569620253,0.0569620253164557,0,0.05274261603375528,0.10970464135021098,0.033755274261603366,0.03586497890295358,0,0.06329113924050632,0.05063291139240506,0.06118143459915613,0.07805907172995781,0.04219409282700422,0,0.05485232067510549,0.006329113924050633,0,0.027426160337552744,0,0.06118143459915613,7.15472412109375,"(0.28270042194092826, 0.23628691983122363, 0.2721518987341772)",1,2.202920596288409,0.14705882352941174,0.00012738853503184712,0.2185288716731415,0.0003508104715541275,0.00018711579630042137,5.6747982508463304e-05,1851.5877344877829,0.0010419850276737444
37,P20908,0.050054406964091414,0,0.006528835690968444,0.05712731229597389,0.06528835690968443,0.021218715995647442,0.2334058759521219,0.009249183895538629,0.028291621327529926,0,0.053318824809575616,0.053318824809575616,0.012513601741022852,0.018498367791077257,0,0.18171926006528835,0.04026115342763874,0.038084874863982585,0.038084874863982585,0.038084874863982585,0,0.029379760609358,0.0038084874863982595,0,0.02176278563656148,0,0.046789989118607184,4.93902587890625,"(0.15778019586507072, 0.47170837867247006, 0.18117519042437433)",1,3.139336781259507,0.0,0.00012738853503184712,0.19175650514534226,0.0004916834756995409,0.0003482628647669044,5.960160038546792e-05,2368.01230158728,-0.00014187669371270374
38,P01031,0.05727923627684965,0,0.017899761336515514,0.049522673031026254,0.06503579952267304,0.04236276849642005,0.05727923627684965,0.019689737470167064,0.06801909307875895,0,0.07100238663484487,0.09128878281622912,0.015513126491646776,0.04534606205250597,0,0.041766109785202864,0.039379474940334135,0.033412887828162284,0.08174224343675418,0.06384248210023866,0,0.07995226730310262,0.010143198090692123,0,0.049522673031026254,0,0.10202863961813843,6.10699462890625,"(0.3412887828162291, 0.22613365155131265, 0.22911694510739855)",1,0.000912686340127776,0.0,0.00012738853503184712,0.19844002696344806,0.0,0.00024363221108404125,8.679021456191297e-05,2061.6762265512093,0.0004569257014968793
39,Q96CV9,0.06759098786828423,0,0.012131715771230504,0.043327556325823226,0.15771230502599656,0.01733102253032929,0.03639514731369151,0.02599653379549393,0.029462738301559793,0,0.09532062391681108,0.11785095320623915,0.029462738301559793,0.03466204506065858,0,0.02599653379549393,0.06932409012131716,0.05199306759098787,0.07972270363951472,0.0537261698440208,0,0.03986135181975736,0.0034662045060658573,0,0.008665511265164644,0,0.029462738301559793,5.12469482421875,"(0.21663778162911612, 0.17677642980935876, 0.37261698440207974)",1,2.2010952236081534,0.06,0.00012738853503184712,0.19538061134306525,0.00014494102456584236,2.0131115383004906e-05,2.8782503231020666e-05,1992.2837662337665,-0.0012873156873612793
